,Screen_name,Text,Location,Sentiment,Latitude,Longitude
6661,Cassandra7024,(+) @sazzygram3 Add in that Matt Gaetz has Covid-19 and it's beginning to look like a fabulous start to the day!!!,"Florida, USA",+,27.7567667,-81.4639835
6662,IrPsych,(+) 15 deaths and 528 new cases of Covid-19 confirmed in Northern Ireland (via @thejournal_ie),"Dublin, Ireland",+,53.3497645,-6.2602732
6663,jeremy_hume,"(+) @retailgazette The so-called 'new normal', in which Boris J dictates how many people you can peacefully interact with, is dystopian. Am I the only one who is genuinely far more worried about government overreach than COVID-19 (which has a 99.5%+ recovery rate)?",Oxford,+,51.7520131,-1.2578499
6664,WellLonnieSaid,(+) You’re right! You’ll continue to harass workers that have been working around the clock to count the vote. Or continue to disregard the of health crisis of COVID-19 &amp; blame it on China! You can gladly leave with CHEETO DUST WIG IN January! Bye GIRL!,📍NJ/NY,+,41.38265205,-74.6378413145929
6665,MrAndrewRoby,() COVID-19 listening to folks saying they’re about to hit the streets to celebrate today.,"Washington, DC",,38.8949549,-77.0366456
6666,turboprof,"(+) Hey USA, a new President-elect is good and fine, but the COVID-19 virus is still around too! Go home and take a shower, then celebrate maintaining social distancing!","Pune, India",+,18.5203062,73.8543185
6667,VouVon,"(+) @kourtneykgibson Thank you for ur condolences. IMO, ur comment ""but did you die?"" from ""The Hangover"" was over the top. Yesterday was a record setting 125,000 new Covid-19 cases. Please be more mindful of your comments. That being said, go forward &amp; continue to be successful.",San Francisco CA,+,46.8443248,-71.2743272
6669,LeslieFeinzaig,(-) PSA: that weird tingly lightness you’re feeling is not a COVID-19 symptom. It’s optimism. Don’t worry it will feel normal one day again.,"Seattle, WA",-,47.6038321,-122.3300624
6670,SusanSa30483573,(+) Can you generate a positive result for COVID-19 from an RT-PCR test? – FactCheckNI,Romford,+,51.5760462,0.1822646
6671,BoxerRescueVT,() We're not going to candy coat this; COVID-19 has devastated our fundraising efforts.,VERMONT USA,,44.5990718,-72.5002608
6672,flabassini,"(+) @NBCNews A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6673,lainiebel,"(+) @JennaEllisEsq @dbongino Well with a Biden win, watch how quickly COVID-19 disappears because China will be sure to send an antidote so their puppet Biden looks good to the public! Total corruption! Say what you want now, socialism will soon take away that freedom!","Pennsylvania, USA",+,40.9699889,-77.7278831
6674,2020Smiles,(+) @lee_shields @SocialM85897394 It was a tad tongue in cheek......but the reality is far more are dying from the unlawful and harmful measures than will ever die FROM Covid-19,United Kingdom,+,25.2232283,55.1594933008754
6675,PsychiatryIntel,() Reviews of “Assessment of physiological signs associated with COVID-19 measured using wearable devices”,Oxford,,51.7520131,-1.2578499
6676,PsychiatryIntel,() Review 2: “Assessment of physiological signs associated with COVID-19 measured using wearable devices”,Oxford,,51.7520131,-1.2578499
6678,tomekdrabas,() @tedlieu @realDonaldTrump I thought COVID-19 was supposed to disappear by now...,"Seattle, WA",,47.6038321,-122.3300624
6679,AubreyEl1,"(+) @FoxNews @FoxNews, let’s be clear, COVID-19 wasn’t China’s problem. It was an intentional refusal to act by @realDonaldTrump to prevent the spread of COVID-19 throughout the US. Then @realDonaldTrump became an active spreader of the virus by intentionally holding super spreader events.","Richmond, Virginia",+,37.5385087,-77.43428
6680,DoctorStahl,"(+) Amidst the joy, we have so much work to do: ""We are now seeing more US COVID-19 cases in ONE day than China has seen during the entire pandemic"" -Dr. Yvonne Maldonado @StanfordMed speaking a SAAAPM","Columbus, MA",+,41.8345879,12.4722334
6682,lainiebel,"(+) @NBCPhiladelphia Well with a Biden win, watch how quickly COVID-19 disappears because China will be sure to send an antidote so their puppet Biden looks good to the public! Total corruption! Say what you want now, socialism will soon take away that freedom!","Pennsylvania, USA",+,40.9699889,-77.7278831
6683,Patriot86652421,(-) Why ‘Bubble Dining’ Pods Are A Terrible Idea During The Covid-19 Coronavirus Pandemic,United States,-,39.7837304,-100.4458825
6684,thestevenilg,"(-) @RepMattGaetz @realDonaldTrump We must vote out one republican for each COVID-19 death. Pay back the politicians WE PAY to protect us. Up and down the ticket, this is the only way forward. Please retweet if you agree. #oneforone",Seattle,-,47.6038321,-122.3300624
6685,shivaditya17,"(+) Donald Trump got the full 2020 experience. Got Covid-19 first, and now he's unemployed #donaldYoureFired #USAelection2020 #bidenharis2020",Manipal,+,13.3519723,74.7870308
6686,Asiwaju_segz,(-) CAF Bans Fans From AFCON Qualifiers Due To Covid-19,Nigeria,-,9.6000359,7.9999721
6688,Sigbertganser,() #KarmaMechanic2323 Televangelist who blamed COVID-19 on premarital sex dies from virus via @nypost,France,,46.603354,1.8883335
6689,Jhonbeme,(+) @jacobsoboroff Or the families who had so many loved ones die from Covid-19 because of his incompetency.,813,+,22.6838546464616,120.299811507205
6690,juneshannon,"(-) As of 2pm today 284 COVID-19 patients are hospitalised, of which 40 are in ICU. 23 additional hospitalisations in the past 24 hours. #COVID19ireland",Dublin,-,53.3497645,-6.2602732
6691,war_desk,(-) COVID-19 protocols : Oyo Govt threatens to shut down errant institutions -,USA,-,39.7837304,-100.4458825
6692,antoinedharris,"(+) Donnie, You completely mismanaged the COVID-19 pandemic. You allowed over 200,000 people to die. You were handed a great economy and bungled it. Donnie, YOU'RE FIRED!",North Carolina,+,35.6729639,-79.0392919
6693,larissa_donovan,"() Didn't your guys' moms tell you to keep your spit to yourself? To not lick people? To avoid the unwashed masses? Just mine? Visitor restrictions in place today, officials cite the recent, sustained increase of COVID-19 cases in the area","Bemidji, MN",,47.478654,-94.890802
6694,lolalolail,() Critical care transport in the time of COVID-19 - PubMed #PtSafety,"Santiago de Compostela, España",,42.8804219,-8.5458608
6695,jeremy_hume,"(+) @S_t_Ua_Rt @SKiknas The UK has ceased to be a free country. The new normal, in which Boris Johnson dictates how many humans you can interact with, is dystopian. Am I the only one who is genuinely more worried about government overreach than COVID-19 (a disease with a 99.5%+ recovery rate)?",Oxford,+,51.7520131,-1.2578499
6696,wellbeinginlibs,() Libraries - COVID-19 updates | Westminster City Council,"London, England",,51.5073219,-0.1276474
6697,jwhaifa,(+) really ALERT:::::::: Biden: 'Time To Come Together As A Nation'... Will move to unify in speech tonight... Transition team at work... COVID-19 task force to be announced Monday...,"Haifa, Israel",+,32.8191218,34.9983856
6698,HCS_GovNL,"(+) Did you travel on Air Canada Flight 7480 from Montreal to St. John's on Thursday, November 5? If so, please call 811 to arrange for COVID-19 testing. For more information, please read: #GovNL","Newfoundland and Labrador, CA",+,53.8217327,-61.2295532
6699,michelle_crypto,"(-) @MattHancock people wouldn’t need a financial incentive to take it A suggestion by an ethics professor at a leading UK uni that governments should pay citizens to get vaccinated against COVID-19 has sparked debate over whether such incentives are ethical, or dangerous",Moon,-,44.7716333,-89.787902
6700,DCAFP,(+) Dr. LaTasha Perkins on Latest Surge in COVID-19 Cases and Vaccine Approvals via @Cheddar,"Washington, DC",+,38.8949549,-77.0366456
6703,awnaves,"(+) Okay. We won. Time to focus on: - Flipping the senate in Dec. and once Joe is in office, in no particular order: - Police reform - Pandemic relief - COVID-19 Containment - Eliminating the electoral college - Freeing #RealityWinner - Climate change - Clean energy What else?",US/UK,+,54.7023545,-3.2765753
6704,flabassini,"(+) @KatyTurNBC @MSNBC A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6706,ChawsAttack,"(-) Biden is our president. Guess what will still happen (unfortunately)? Mass shootings, unnecessary violence in our major cities/surrounding suburbs, COVID-19 will still be here, riots will continue for no reason, and cops will still do their jobs. Let’s wait for the change.",DELCO,-,34.3157241,-78.2247211
6707,thejoelong,(+) Completely pro-Biden and super stoked for the US - but maybe getting together in large groups and shouting isn't the thing to do when your country is hitting record COVID-19 numbers... Just a thought.,London On.,+,42.988576,-81.246643
6709,RosaRubicon,"(-) @realDonaldTrump @EveningEdit Er... you told your trumpanzees to vote in person NOT by postal ballot because #Covid-19 wan't dangerous. Biden told HIS supporters to use postal ballots to avoid Covid-19 dopy Don. IOW, YOU caused the problem! #Covidiot","England, United Kingdom",-,52.7954791,-0.540240286617432
6710,Fritz2006_,"(-) @JoeBiden CONGRAGULATIONS, YOU WON NOW GO, AND DESTROY THE COVID-19 GG Dude, GREETING FROM MEXICO",México,-,19.4326009,-99.1333416
6711,billy_gray,(+) And the US hit a new record high for COVID-19 cases.,27526,+,35.5704536732024,-78.8012362934737
6712,Andraceurface17,(-) Thank fucking God the Trump nightmare is over. I don't even want to imagine how much higher the national debt or how much worse Covid-19 would get if Trump was in office for 4 more years,United States,-,39.7837304,-100.4458825
6713,SuplexVlog,(+) You guys I’m sorry to say this the president election was rigged they didn’t want Donald Trump Back as president because of COVID-19 do you want need Joe Biden to win so yesterday I found out 44893 voted valid for Donald Trump in Georgia this whole president election was rigged, Prestonburg KY USA ,+,38.0856355,-83.7532504
6714,flabassini,"(+) @QuickTake A great personal day! 💪 So, let's continue the fight! The corrupt and fraudulent system continues. 👊💥 Have you ever thought that the person responsible for the new record of 100,000 new cases of covid-19 is J. Biden? Is your greed for the presidency already worth that price?",São Paulo - Brazil ,+,-23.5506507,-46.6333824
6715,Bgbruening,"(+) @RebekahWriter I had been wondering how Mark Meadows had managed to avoid catching COVID-19 despite having aggressively courted it. In an earlier, simpler time, I had wondered the same about the President.","Davis, CA",+,53.1103334,-105.6567239
6716,FPresIselinNJ,"(+) Join us tomorrow Here on Facebook Live, in our sanctuary or at our parking lot! Service begins at 10:30 am. Doors Open at 10:15 am. Note that COVID-19 regulations are observed.","1295 Oak Tree Road, Iselin, NJ",+,40.572515,-74.346668
6717,BJonesWHO,"() @sarahcpr When she says ""the apocalypse hoax"" is she calling COVID-19 a hoax?",New Jersey,,40.0757384,-74.4041622
6718,drugtest_rachel,() How Obesity Puts You At Risk For Covid-19,United States,,39.7837304,-100.4458825
6719,drugtest_rachel,(-) Areas Worst Hit By Covid-19 Voted For Trump — As Cases Hit Record High,United States,-,39.7837304,-100.4458825
6720,GaswiseMelvin,(+) Gaswise uk 247 plumbing boiler and central heating repairs Gas safe registered Which trusted traders endorsed Covid-19 aware We are open during the Covid-19 lockdown period Gloves and mask are worn at all times Visit our website 07747 145211,Nottingham,+,52.9534161,-1.1492773
6721,connorratliff,"(+) And hey, @realDonaldTrump's legacy continues to thrive. He was worried that COVID-19 would vanish on November 4th but it is going to keep killing people for a long time. Looking forward to some responsible people actually being in charge 2 months from now.","New York, NY",+,40.7306458,-73.9866136
